EventId,Date,Time,Period,Actual,Forecast,Previous
USD::ISM Non-Manufacturing Prices::none,2024-01-05,23:00,dec,57.4,57.3,58.3
CAD::Ivey PMI::none,2024-01-05,23:00,dec,56.3,55.0,54.7
CAD::Ivey PMI n.s.a::none,2024-01-05,23:00,dec,43.7,,53.2
BRL::Trade Balance::none,2024-01-06,02:00,dec,9.36B,7.80B,8.77B
USD::U.S. Baker Hughes Oil Rig Count::none,2024-01-06,02:00,,501,,500
USD::U.S. Baker Hughes Total Rig Count::none,2024-01-06,02:00,,621,,622
USD::FOMC Member Barkin Speaks::none,2024-01-06,02:30,,,,
AUD::CFTC AUD speculative net positions::none,2024-01-06,04:30,,-42.9K,,-51.3K
USD::CFTC Aluminium speculative net positions::none,2024-01-06,04:30,,6.3K,,5.7K
BRL::CFTC BRL speculative net positions::none,2024-01-06,04:30,,34.3K,,44.3K
CAD::CFTC CAD speculative net positions::none,2024-01-06,04:30,,-21.1K,,-34.7K
CHF::CFTC CHF speculative net positions::none,2024-01-06,04:30,,-5.2K,,-3.4K
USD::CFTC Copper speculative net positions::none,2024-01-06,04:30,,8.6K,,7.1K
USD::CFTC Corn speculative net positions::none,2024-01-06,04:30,,-146.7K,,-127.7K
USD::CFTC Crude Oil speculative net positions::none,2024-01-06,04:30,,163.7K,,199.3K
EUR::CFTC EUR speculative net positions::none,2024-01-06,04:30,,119.5K,,117.4K
GBP::CFTC GBP speculative net positions::none,2024-01-06,04:30,,15.2K,,14.1K
USD::CFTC Gold speculative net positions::none,2024-01-06,04:30,,207.6K,,207.7K
JPY::CFTC JPY speculative net positions::none,2024-01-06,04:30,,-57.2K,,-55.6K
MXN::CFTC MXN speculative net positions::none,2024-01-06,04:30,,89.1K,,87.7K
NZD::CFTC NZD speculative net positions::none,2024-01-06,04:30,,-0.5K,,-3.7K
USD::CFTC Nasdaq 100 speculative net positions::none,2024-01-06,04:30,,39.1K,,28.0K
USD::CFTC Natural Gas speculative net positions::none,2024-01-06,04:30,,-91.6K,,-106.1K
RUB::CFTC RUB speculative positions::none,2024-01-06,04:30,,-5.2K,,-3.4K
USD::CFTC S&P 500 speculative net positions::none,2024-01-06,04:30,,-214.1K,,-192.5K
USD::CFTC Silver speculative net positions::none,2024-01-06,04:30,,32.6K,,31.9K
USD::CFTC Soybeans speculative net positions::none,2024-01-06,04:30,,-21.9K,,-11.9K
USD::CFTC Wheat speculative net positions::none,2024-01-06,04:30,,-33.6K,,-31.4K
NA::Egypt - Christmas::none,2024-01-07,All Day,,,,
CNY::FX Reserves (USD)::none,2024-01-07,10:00,dec,3.238T,3.200T,3.172T
ILS::FX Reserve - USD::none,2024-01-07,19:00,dec,204.637B,,198.169B
NA::Colombia - Epiphany Day::none,2024-01-08,All Day,,,,
NA::Japan - Respect for the Aged Day::none,2024-01-08,All Day,,,,
NA::Montenegro - Christmas::none,2024-01-08,All Day,,,,
NA::Ukraine - Christmas::none,2024-01-08,All Day,,,,
IDR::Motorbike Sales::y/y,2024-01-08,10:00,dec,-11.60%,,-2.80%
IDR::FX Reserves (USD)::none,2024-01-08,11:00,dec,146.40B,,138.10B
ZAR::Net FX Reserves (USD)::none,2024-01-08,14:00,dec,56.900B,,56.319B
EUR::Estonian CPI::m/m,2024-01-08,14:00,,-0.10%,,0.00%
EUR::Estonian CPI::y/y,2024-01-08,14:00,,4.00%,,4.00%
ZAR::Foreign Reserves (USD)::none,2024-01-08,14:00,,62.52B,,61.72B
EUR::Finnish Trade Balance::none,2024-01-08,15:00,nov,1.69B,,0.01B
EUR::German Exports::m/m,2024-01-08,15:00,nov,3.7%,0.3%,-0.4%
EUR::German Factory Orders::m/m,2024-01-08,15:00,nov,0.3%,1.0%,-3.8%
EUR::German Imports::m/m,2024-01-08,15:00,nov,1.9%,0.2%,-1.1%
EUR::German Trade Balance::none,2024-01-08,15:00,nov,20.4B,17.9B,17.7B
NOK::Manufacturing Production::m/m,2024-01-08,15:00,nov,-0.3%,,0.5%
MYR::FX Reserves USD::none,2024-01-08,15:00,,113.5B,,112.8B
CHF::Retail Sales::y/y,2024-01-08,15:30,nov,0.7%,0.0%,-0.3%
HUF::Retail Sales::y/y,2024-01-08,15:30,nov,-5.4%,,-6.5%
CHF::CPI::m/m,2024-01-08,15:30,dec,0.0%,-0.2%,-0.2%
CHF::CPI::y/y,2024-01-08,15:30,dec,1.7%,1.5%,1.4%
OMR::Total Credit::y/y,2024-01-08,15:40,oct,3.6%,,4.4%
EUR::French Reserve Assets Total::none,2024-01-08,15:45,dec,"223,167.0M",,"222,926.0M"
CZK::Industrial Production::y/y,2024-01-08,16:00,nov,-2.7%,-1.5%,1.9%
CZK::Trade Balance NRA::none,2024-01-08,16:00,nov,30.8B,10.1B,14.7B
CZK::Construction Output::y/y,2024-01-08,16:00,,-6.5%,,-0.9%
SGD::Foreign Reserves USD::m/m,2024-01-08,17:00,dec,351.0B,,345.5B
ZAR::Manufacturing PMI::none,2024-01-08,17:00,,50.9,,48.2
EUR::Sentix Investor Confidence::none,2024-01-08,17:30,jan,-15.8,-15.5,-16.8
GBP::Mortgage Rate (GBP)::none,2024-01-08,17:50,dec,7.96%,,8.03%
EUR::Retail Sales::m/m,2024-01-08,18:00,nov,-0.3%,-0.3%,0.4%
EUR::Retail Sales::y/y,2024-01-08,18:00,nov,-1.1%,-1.5%,-0.8%
EUR::Business Climate::none,2024-01-08,18:00,dec,-0.45,,-0.39
EUR::Business and Consumer Survey::none,2024-01-08,18:00,dec,96.4,,94.0
EUR::Consumer Confidence::none,2024-01-08,18:00,,-15.0,-15.1,-16.9
EUR::Consumer Inflation Expectation::none,2024-01-08,18:00,,10.5,,9.3
EUR::Industrial Sentiment::none,2024-01-08,18:00,,-9.2,,-9.5
EUR::Selling Price Expectations::none,2024-01-08,18:00,,3.2,,2.4
EUR::Services Sentiment::none,2024-01-08,18:00,,8.4,,5.5
CLP::CPI::m/m,2024-01-08,19:00,dec,-0.5%,-0.1%,0.7%
CLP::Core CPI::m/m,2024-01-08,19:00,,-0.4%,,0.7%
BRL::BCB Focus Market Readout::none,2024-01-08,19:25,,,,
CLP::Copper Exports (USD)::none,2024-01-08,19:30,dec,"4,162M",,"3,956M"
CLP::Trade Balance::none,2024-01-08,19:30,dec,1.73B,,1.29B
CLP::Exports (USD)::none,2024-01-08,19:30,,"7,953M",,"7,731M"
CLP::Imports (USD)::none,2024-01-08,19:30,,"6,224M",,"6,444M"
MXN::Consumer Confidence::none,2024-01-08,20:00,,46.8,,47.2
MXN::Consumer Confidence n.s.a.::none,2024-01-08,20:00,,47.2,,46.9
EUR::French 12-Month BTF Auction::none,2024-01-08,21:55,,3.341%,,3.215%
EUR::French 3-Month BTF Auction::none,2024-01-08,21:55,,3.844%,,3.757%
EUR::French 6-Month BTF Auction::none,2024-01-08,21:55,,3.766%,,3.663%
TRY::Treasury Cash Balance::none,2024-01-08,22:30,dec,-196.960B,,95.280B
USD::CB Employment Trends Index::none,2024-01-08,23:00,dec,113.15,,112.48
USD::NY Fed 1-Year Consumer Inflation Expectations::none,2024-01-09,00:00,,3.0%,,3.4%
USD::3-Month Bill Auction::none,2024-01-09,00:30,,5.235%,,5.245%
USD::6-Month Bill Auction::none,2024-01-09,00:30,,5.030%,,5.045%
USD::FOMC Member Bostic Speaks::none,2024-01-09,01:00,,,,
ARS::Industrial Production::y/y,2024-01-09,03:00,nov,-4.9%,,-0.7%
USD::Consumer Credit::none,2024-01-09,04:00,nov,23.75B,9.00B,5.78B
KRW::Current Account::none,2024-01-09,07:00,nov,4.06B,,6.80B
JPY::Household Spending::m/m,2024-01-09,07:30,nov,-1.0%,0.2%,-0.1%
JPY::Household Spending::y/y,2024-01-09,07:30,nov,-2.9%,-2.3%,-2.5%
JPY::CPI Tokyo Ex Food & Energy::y/y,2024-01-09,07:30,dec,2.7%,,2.7%
JPY::CPI Tokyo Ex Food and Energy::m/m,2024-01-09,07:30,dec,0.1%,,0.0%
JPY::Tokyo CPI::y/y,2024-01-09,07:30,dec,2.4%,,2.7%
JPY::Tokyo Core CPI::y/y,2024-01-09,07:30,dec,2.1%,2.1%,2.3%
GBP::BRC Retail Sales Monitor::y/y,2024-01-09,08:00,dec,1.9%,2.3%,2.6%
AUD::Building Approvals::m/m,2024-01-09,08:30,nov,1.6%,-2.0%,7.2%
AUD::Building Approvals::y/y,2024-01-09,08:30,nov,-4.60%,,-5.50%
AUD::Private House Approvals::none,2024-01-09,08:30,nov,-1.7%,,2.9%
AUD::Retail Sales::m/m,2024-01-09,08:30,nov,2.0%,1.2%,-0.4%
PHP::Industrial Production::y/y,2024-01-09,09:00,,2.2%,,1.1%
IDR::Consumer Confidence::none,2024-01-09,11:00,dec,123.8,,123.6
EUR::Dutch Consumer Spending::none,2024-01-09,13:30,nov,0.3%,,-0.2%
EUR::Estonian Trade Balance::none,2024-01-09,14:00,nov,-199.6M,,-293.7M
CHF::Unemployment Rate n.s.a.::none,2024-01-09,14:45,dec,2.3%,,2.1%
CHF::Unemployment Rate s.a.::none,2024-01-09,14:45,dec,2.2%,2.2%,2.1%
DKK::Current Account::none,2024-01-09,15:00,nov,30.500B,,20.300B
EUR::German Industrial Production::m/m,2024-01-09,15:00,nov,-0.7%,0.2%,-0.3%
EUR::German Industrial Production::y/y,2024-01-09,15:00,nov,-4.87%,,-3.38%
EUR::Lithuania Trade Balance::none,2024-01-09,15:00,nov,-0.62B,,-0.44B
DKK::Trade Balance::none,2024-01-09,15:00,nov,26.2B,,18.1B
RON::Trade Balance (EUR)::none,2024-01-09,15:00,nov,-2.358M,,-2.800M
EUR::Lithuania CPI::m/m,2024-01-09,15:00,dec,-0.5%,,-0.4%
EUR::Lithuania CPI::y/y,2024-01-09,15:00,dec,1.2%,,2.0%
HUF::Industrial Output::y/y,2024-01-09,15:30,nov,-5.8%,-0.7%,-3.2%
EUR::French Current Account::none,2024-01-09,15:45,nov,-2.80B,,-3.40B
EUR::French Exports::none,2024-01-09,15:45,nov,49.5B,,49.7B
EUR::French Imports::none,2024-01-09,15:45,nov,55.4B,,58.2B
EUR::French Trade Balance::none,2024-01-09,15:45,nov,-5.9B,-7.9B,-8.5B
EUR::Austrian Trade Balance::none,2024-01-09,16:00,oct,"1,136.5M",,195.6M
EUR::Slovak Trade Balance::none,2024-01-09,16:00,nov,288.2M,99.0M,472.6M
TWD::Exports::y/y,2024-01-09,16:00,dec,11.8%,4.9%,3.8%
CHF::Foreign Reserves (USD)::none,2024-01-09,16:00,dec,653.7B,,642.4B
TWD::Imports::y/y,2024-01-09,16:00,dec,-6.50%,-7.30%,-14.80%
TWD::Trade Balance::none,2024-01-09,16:00,dec,11.10B,8.70B,9.80B
CZK::Unemployment Rate::none,2024-01-09,16:00,dec,3.7%,3.7%,3.5%
EUR::Italian Monthly Unemployment Rate::none,2024-01-09,17:00,nov,7.5%,7.9%,7.7%
CZK::FX Reserves (EUR)::none,2024-01-09,17:00,dec,133.370B,,130.320B
CZK::FX Reserves (USD)::none,2024-01-09,17:00,dec,147.4B,,142.5B
MUR::CPI::y/y,2024-01-09,17:35,dec,3.90%,,4.00%
EUR::Spanish 12-Month Letras Auction::none,2024-01-09,17:40,,3.293%,,3.305%
EUR::Spanish 6-Month Letras Auction::none,2024-01-09,17:40,,3.580%,,3.617%
EUR::Unemployment Rate::none,2024-01-09,18:00,nov,6.4%,6.5%,6.5%
GBP::20-Year Treasury Gilt Auction::none,2024-01-09,18:00,,4.391%,,1.392%
HUF::Budget Balance::none,2024-01-09,18:00,,-219.0B,,-587.0B
EUR::Irish Retail Sales::m/m,2024-01-09,19:00,nov,0.2%,,-0.1%
EUR::Irish Retail Sales::y/y,2024-01-09,19:00,nov,0.8%,,0.2%
EUR::Portuguese Trade Balance::none,2024-01-09,19:00,nov,-7.10B,,-7.54B
USD::NFIB Small Business Optimism::none,2024-01-09,19:00,dec,91.9,90.7,90.6
MXN::CPI::m/m,2024-01-09,20:00,dec,0.71%,0.61%,0.64%
MXN::CPI::y/y,2024-01-09,20:00,dec,4.66%,4.55%,4.32%
EUR::Car Registration::m/m,2024-01-09,20:00,dec,-31.50%,,-2.60%
EUR::Car Registration::y/y,2024-01-09,20:00,dec,4.60%,,26.10%
MXN::Core CPI::m/m,2024-01-09,20:00,dec,0.44%,0.50%,0.26%
MXN::Month Core Inflation::m/m,2024-01-09,20:00,dec,5.09%,5.15%,5.30%
MXN::PPI::m/m,2024-01-09,20:00,dec,-0.30%,,-0.30%
MXN::PPI::y/y,2024-01-09,20:00,dec,1.00%,,1.30%
ZAR::Total Vehicle Sales::none,2024-01-09,21:10,nov,40.33K,,45.46K
ZAR::Total Vehicle Sales::y/y,2024-01-09,21:10,nov,-3.30%,,-2.00%
CAD::Building Permits::m/m,2024-01-09,21:30,nov,-3.9%,-1.7%,3.0%
CAD::Exports::none,2024-01-09,21:30,nov,65.74B,,66.17B
CAD::Imports::none,2024-01-09,21:30,nov,64.17B,,62.97B
CAD::Trade Balance::none,2024-01-09,21:30,nov,1.57B,2.00B,3.20B
USD::Trade Balance::none,2024-01-09,21:30,nov,-63.20B,-65.00B,-64.50B
USD::Exports::none,2024-01-09,21:30,,253.70B,,258.60B
USD::Imports::none,2024-01-09,21:30,,316.90B,,323.10B
PLN::Interest Rate Decision::none,2024-01-09,21:35,jan,5.75%,5.75%,5.75%
USD::Redbook::y/y,2024-01-09,21:55,,5.9%,,5.6%
USD::IBD/TIPP Economic Optimism::none,2024-01-09,23:00,,44.7,42.0,40.0
USD::Atlanta Fed GDPNow::none,2024-01-10,00:30,q4,2.2%,2.5%,2.5%
USD::EIA Short-Term Energy Outlook::none,2024-01-10,01:00,,,,
USD::Fed Vice Chair for Supervision Barr Speaks::none,2024-01-10,01:00,,,,
USD::3-Year Note Auction::none,2024-01-10,02:00,,4.105%,,4.490%
USD::API Weekly Crude Oil Stock::none,2024-01-10,05:30,,-5.215M,-1.200M,-7.418M
COP::CPI::m/m,2024-01-10,07:00,dec,0.45%,0.61%,0.47%
COP::CPI::y/y,2024-01-10,07:00,dec,9.28%,9.40%,10.15%
KRW::Unemployment Rate::none,2024-01-10,07:00,dec,3.3%,,2.8%
JPY::Overall wage income of employees::none,2024-01-10,07:30,nov,0.2%,1.5%,1.5%
JPY::Overtime Pay::y/y,2024-01-10,07:30,nov,0.90%,,-0.10%
JPY::Average Cash Earnings::y/y,2024-01-10,07:30,,0.2%,1.5%,1.5%
NZD::ANZ Commodity Price Index::m/m,2024-01-10,08:00,,2.4%,,-1.3%
AUD::Monthly CPI Indicator::y/y,2024-01-10,08:30,nov,4.30%,4.40%,4.90%
PHP::Exports::y/y,2024-01-10,09:00,nov,-13.7%,,-17.5%
PHP::Imports::y/y,2024-01-10,09:00,nov,0.0%,,-2.4%
IDR::Retail Sales::y/y,2024-01-10,09:00,nov,2.1%,,2.4%
PHP::Trade Balance::none,2024-01-10,09:00,nov,"-4,693.0M",,"-4,393.0M"
JPY::10-Year JGB Auction::none,2024-01-10,11:35,,0.596%,,0.697%
MYR::Unemployment Rate::none,2024-01-10,12:00,,3.3%,,3.4%
EUR::Dutch Manufacturing Production::m/m,2024-01-10,13:30,nov,-0.8%,,-1.2%
EUR::Finnish Industry Output::y/y,2024-01-10,14:00,nov,1.1%,,0.5%
EGP::CPI::y/y,2024-01-10,14:30,dec,33.70%,33.40%,34.60%
SEK::GDP::m/m,2024-01-10,15:00,nov,0.2%,,1.0%
SEK::Household Confidence::m/m,2024-01-10,15:00,nov,-0.50%,,0.50%
SEK::Household Confidence::y/y,2024-01-10,15:00,nov,0.10%,,0.70%
SEK::Industrial New Orders::y/y,2024-01-10,15:00,nov,1.0%,,0.2%
DKK::Industrial Production::m/m,2024-01-10,15:00,nov,9.9%,,1.7%
TRY::Industrial Production::m/m,2024-01-10,15:00,nov,-1.40%,,-0.30%
TRY::Industrial Production::y/y,2024-01-10,15:00,nov,0.2%,,1.3%
SEK::Retail Sales::m/m,2024-01-10,15:00,nov,-0.5%,,1.4%
SEK::Retail Sales::y/y,2024-01-10,15:00,nov,-1.7%,,-0.4%
TRY::Unemployment Rate::m/m,2024-01-10,15:00,nov,9.0%,,8.6%
DKK::CPI::m/m,2024-01-10,15:00,dec,-0.50%,,-0.30%
NOK::CPI::m/m,2024-01-10,15:00,dec,0.1%,0.2%,0.5%
DKK::CPI::y/y,2024-01-10,15:00,dec,0.7%,,0.6%
NOK::CPI::y/y,2024-01-10,15:00,dec,4.8%,4.8%,4.8%
NOK::Core CPI YTD::none,2024-01-10,15:00,dec,5.5%,5.6%,5.8%
NOK::Core Inflation::m/m,2024-01-10,15:00,dec,0.2%,0.2%,-0.2%
DKK::HICP::y/y,2024-01-10,15:00,dec,3.40%,,0.30%
EUR::Lithuania PPI::m/m,2024-01-10,15:00,dec,-1.60%,,-1.80%
EUR::Lithuania PPI::y/y,2024-01-10,15:00,dec,-7.90%,,-8.40%
NOK::PPI::y/y,2024-01-10,15:00,dec,-25.6%,,-15.6%
SEK::Industrial Production::m/m,2024-01-10,15:00,,-1.1%,,0.3%
SEK::Industrial Production::y/y,2024-01-10,15:00,,0.2%,,-0.5%
EUR::French Industrial Production::m/m,2024-01-10,15:45,nov,0.5%,0.0%,-0.3%
PHP::Philippines Foreign Direct Investment (USD)::none,2024-01-10,15:45,,0.66B,,0.42B
EUR::Austrian Industrial Production::y/y,2024-01-10,16:00,nov,-4.4%,,-2.2%
EUR::Slovak Industrial Production::y/y,2024-01-10,16:00,nov,-1.9%,4.0%,4.3%
RWF::CPI::y/y,2024-01-10,16:00,dec,6.40%,,9.40%
EUR::ECB's De Guindos Speaks::none,2024-01-10,16:20,,,,
EUR::Italian Retail Sales::m/m,2024-01-10,17:00,nov,0.4%,0.2%,0.4%
EUR::Italian Retail Sales::y/y,2024-01-10,17:00,nov,1.5%,,0.5%
EUR::Greek Industrial Production::y/y,2024-01-10,18:00,nov,3.1%,,10.2%
GHS::CPI::y/y,2024-01-10,18:00,dec,23.20%,,26.40%
GBP::3-Year Treasury Gilt Auction::none,2024-01-10,18:00,,3.887%,,4.151%
EUR::Italian 12-Month BOT Auction::none,2024-01-10,18:10,,3.442%,,3.528%
EUR::German 10-Year Bund Auction::none,2024-01-10,18:30,,2.190%,,2.450%
EUR::Latvian Trade Balance::none,2024-01-10,19:00,nov,-330.1M,,-238.0M
MZN::CPI::y/y,2024-01-10,19:00,dec,5.30%,,5.36%
EUR::Irish Unemployment::none,2024-01-10,19:00,,4.9%,,4.8%
INR::M3 Money Supply::none,2024-01-10,19:30,,10.9%,,11.6%
MXN::Gross Fixed Investments::m/m,2024-01-10,20:00,oct,1.90%,,-1.50%
MXN::Gross Fixed Investments::y/y,2024-01-10,20:00,oct,25.50%,22.80%,21.90%
USD::MBA 30-Year Mortgage Rate::none,2024-01-10,20:00,,6.81%,,6.76%
USD::MBA Mortgage Applications::w/w,2024-01-10,20:00,,9.9%,,-10.7%
USD::MBA Purchase Index::none,2024-01-10,20:00,,148.6,,140.7
USD::Mortgage Market Index::none,2024-01-10,20:00,,190.6,,173.5
USD::Mortgage Refinance Index::none,2024-01-10,20:00,,425.4,,358.2
BRL::Auto Production::m/m,2024-01-10,21:00,dec,-15.3%,,1.5%
BRL::Auto Sales::m/m,2024-01-10,21:00,dec,16.9%,,-2.4%
UAH::CPI::y/y,2024-01-10,21:30,dec,5.1%,,5.1%
UAH::CPI::m/m,2024-01-10,21:30,,0.7%,,0.5%
EUR::ECB's Schnabel Speaks::none,2024-01-10,22:00,,,,
USD::Wholesale Inventories::m/m,2024-01-10,23:00,nov,-0.2%,-0.2%,-0.4%
USD::Wholesale Trade Sales::m/m,2024-01-10,23:00,nov,0.0%,,-1.5%
BRL::Brazil Thomson Reuters IPSOS PCSI::none,2024-01-10,23:00,jan,56.12,,56.50
USD::Thomson Reuters IPSOS PCSI::none,2024-01-10,23:00,jan,52.90,,51.08
ARS::Thomson Reuters IPSOS PCSI::m/m,2024-01-10,23:00,jan,44.32,,41.34
CAD::Thomson Reuters IPSOS PCSI::m/m,2024-01-10,23:00,jan,49.46,,46.57
MXN::Thomson Reuters IPSOS PCSI::m/m,2024-01-10,23:00,jan,55.74,,59.95
GBP::BoE Gov Bailey Speaks::none,2024-01-10,23:15,,,,
USD::Crude Oil Imports::none,2024-01-10,23:30,,1.316M,,-0.758M
USD::Crude Oil Inventories::none,2024-01-10,23:30,,1.338M,-0.675M,-5.503M
USD::Cushing Crude Oil Inventories::none,2024-01-10,23:30,,-0.506M,,0.706M
USD::Distillate Fuel Production::none,2024-01-10,23:30,,-0.064M,,0.115M
USD::EIA Refinery Crude Runs::w/w,2024-01-10,23:30,,-0.161M,,0.121M
USD::EIA Weekly Distillates Stocks::none,2024-01-10,23:30,,6.528M,2.382M,10.090M
USD::EIA Weekly Refinery Utilization Rates::w/w,2024-01-10,23:30,,-0.6%,,0.2%
USD::Gasoline Inventories::none,2024-01-10,23:30,,8.029M,2.489M,10.900M
USD::Gasoline Production::none,2024-01-10,23:30,,0.901M,,-1.275M
USD::Heating Oil Stockpiles::none,2024-01-10,23:30,,-0.623M,,-0.433M
EGP::Core CPI::y/y,2024-01-11,00:00,dec,34.20%,34.05%,35.90%
NA::Morocco - Independence Day::none,2024-01-11,All Day,,,,
EUR::German Buba Balz Speaks::none,2024-01-11,01:00,,,,
USD::Atlanta Fed GDPNow::none,2024-01-11,02:00,q4,2.2%,2.2%,2.2%
USD::10-Year Note Auction::none,2024-01-11,02:00,,4.024%,,4.296%
USD::FOMC Member Williams Speaks::none,2024-01-11,04:15,,,,
NZD::Building Consents::m/m,2024-01-11,05:45,nov,-10.6%,,8.5%
JPY::Foreign Reserves (USD)::none,2024-01-11,07:50,dec,"1,294.6B",,"1,269.7B"
AUD::Exports::m/m,2024-01-11,08:30,nov,1.7%,,0.8%
AUD::Imports::m/m,2024-01-11,08:30,nov,-7.9%,,-2.9%
AUD::Trade Balance::none,2024-01-11,08:30,nov,11.437B,7.500B,7.660B
KRW::Interest Rate Decision::none,2024-01-11,09:00,jan,3.50%,3.50%,3.50%
KRW::Bank of Korea Monetary Policy Board’s Policy Setting Meeting Dates::m/m,2024-01-11,09:00,,,,
IDR::Car Sales::y/y,2024-01-11,11:00,,-19.10%,,-7.50%
THB::Consumer Confidence::none,2024-01-11,11:30,dec,62.0,,60.9
MYR::Industrial Production::y/y,2024-01-11,12:00,nov,0.6%,1.0%,2.4%
JPY::Coincident Indicator::m/m,2024-01-11,13:00,nov,-1.4%,,0.2%
JPY::Leading Index::m/m,2024-01-11,13:00,nov,-1.2%,,-0.4%
JPY::Leading Index::none,2024-01-11,13:00,,107.7,107.9,108.9
EUR::CPI::m/m,2024-01-11,13:30,dec,0.00%,,-1.00%
EUR::Dutch CPI::y/y,2024-01-11,13:30,dec,1.2%,1.2%,1.6%
NAD::CPI::m/m,2024-01-11,15:25,dec,-0.10%,,0.30%
NAD::CPI::y/y,2024-01-11,15:25,dec,5.30%,,5.70%
EUR::Spanish Industrial Production::y/y,2024-01-11,16:00,nov,0.8%,,-1.4%
CZK::CPI::m/m,2024-01-11,16:00,dec,-0.4%,0.0%,0.1%
CZK::CPI::y/y,2024-01-11,16:00,dec,6.9%,7.3%,7.3%
EUR::Italian Industrial Production::m/m,2024-01-11,17:00,nov,-1.5%,-0.2%,-0.2%
EUR::Italian Industrial Production::y/y,2024-01-11,17:00,nov,-3.1%,,-1.1%
RUB::Russian Forex Intervention::none,2024-01-11,17:00,jan,-69.1B,,244.8B
EUR::ECB Economic Bulletin::none,2024-01-11,17:00,,,,
EUR::France Thomson Reuters IPSOS PCSI::none,2024-01-11,18:00,jan,45.20,,40.60
EUR::Germany Thomson Reuters IPSOS PCSI::none,2024-01-11,18:00,jan,48.91,,47.26
EUR::Italy Thomson Reuters IPSOS PCSI::none,2024-01-11,18:00,jan,45.31,,44.26
GBP::Thomson Reuters IPSOS PCSI::none,2024-01-11,18:00,jan,54.7,,48.7
EUR::Thomson Reuters IPSOS PCSI::m/m,2024-01-11,18:00,jan,51.33,,49.31
HUF::Thomson Reuters IPSOS PCSI::m/m,2024-01-11,18:00,jan,37.85,,36.64
ILS::Thomson Reuters IPSOS PCSI::m/m,2024-01-11,18:00,jan,44.87,,44.55
PLN::Thomson Reuters IPSOS PCSI::m/m,2024-01-11,18:00,jan,59.87,,51.47
SAR::Thomson Reuters IPSOS PCSI::m/m,2024-01-11,18:00,jan,70.02,,72.22
SEK::Thomson Reuters IPSOS PCSI::m/m,2024-01-11,18:00,jan,50.23,,46.30
ZAR::Thomson Reuters IPSOS PCSI::m/m,2024-01-11,18:00,jan,45.95,,41.91
TRY::Turkey Thomson Reuters IPSOS PCSI::none,2024-01-11,18:00,jan,32.2,,35.5
EUR::Italian 3-Year BTP Auction::none,2024-01-11,18:10,,3.03%,,3.24%
ZAR::Manufacturing Production::m/m,2024-01-11,19:00,nov,0.8%,1.0%,-0.1%
ZAR::Manufacturing Production::y/y,2024-01-11,19:00,nov,1.9%,1.9%,2.3%
ILS::Budget Balance::none,2024-01-11,19:00,dec,"-33,800M",,"-16,600M"
EUR::Latvian CPI::m/m,2024-01-11,19:00,dec,-0.80%,,0.00%
EUR::Latvian CPI::y/y,2024-01-11,19:00,dec,0.60%,,1.00%
EUR::Portuguese CPI::m/m,2024-01-11,19:00,dec,-0.4%,-0.5%,-0.3%
EUR::Portuguese CPI::y/y,2024-01-11,19:00,dec,1.4%,1.4%,1.5%
RSD::Serbian Benchmark Interest Rate::none,2024-01-11,19:00,jan,6.50%,6.50%,6.50%
TRY::Gross FX Reserves::none,2024-01-11,19:30,,91.97B,,92.83B
TRY::Net FX Reserves::none,2024-01-11,19:30,,32.26%,,34.95%
MXN::Industrial Production::m/m,2024-01-11,20:00,nov,-1.0%,,0.6%
MXN::Industrial Production::y/y,2024-01-11,20:00,nov,2.8%,4.8%,5.6%
BRL::Brazilian IPCA Inflation Index SA::m/m,2024-01-11,20:00,dec,0.49%,,0.23%
RUB::Budget Balance % of GDP::none,2024-01-11,20:00,dec,-1.90%,,-0.50%
BRL::CPI::m/m,2024-01-11,20:00,dec,0.56%,0.48%,0.28%
BRL::CPI::y/y,2024-01-11,20:00,dec,4.62%,4.54%,4.68%
USD::CPI::m/m,2024-01-11,21:30,dec,0.3%,0.2%,0.2%
USD::CPI::y/y,2024-01-11,21:30,dec,3.4%,3.2%,3.1%
"USD::CPI Index, n.s.a.::none",2024-01-11,21:30,dec,306.75,306.61,307.05
"USD::CPI Index, s.a::none",2024-01-11,21:30,dec,308.85,,307.92
"USD::CPI, n.s.a::m/m",2024-01-11,21:30,dec,-0.10%,,-0.20%
USD::Core CPI::m/m,2024-01-11,21:30,dec,0.3%,0.3%,0.3%
USD::Core CPI::y/y,2024-01-11,21:30,dec,3.9%,3.8%,4.0%
USD::Core CPI Index::none,2024-01-11,21:30,dec,313.22,313.00,312.25
USD::Real Earnings::m/m,2024-01-11,21:30,dec,-0.2%,,0.5%
USD::Continuing Jobless Claims::none,2024-01-11,21:30,,"1,834K","1,871K","1,868K"
USD::Initial Jobless Claims::none,2024-01-11,21:30,,202K,210K,203K
USD::Jobless Claims 4-Week Avg.::none,2024-01-11,21:30,,207.75K,,208.00K
EUR::German Current Account Balance n.s.a::none,2024-01-11,22:00,nov,30.8B,,20.0B
USD::Natural Gas Storage::none,2024-01-11,23:30,,-140B,-119B,-14B
USD::Cleveland CPI::m/m,2024-01-12,00:00,dec,0.4%,,0.4%
NA::Tanzania - Revolution Day::none,2024-01-12,All Day,,,,
USD::4-Week Bill Auction::none,2024-01-12,00:30,,5.280%,,5.290%
USD::8-Week Bill Auction::none,2024-01-12,00:30,,5.275%,,5.285%
USD::FOMC Member Barkin Speaks::none,2024-01-12,01:40,,,,
