EventId,Date,Time,Actual,Forecast,Previous
USD::ism non - manufacturing business activity::none,2008-02-01,17:00,41.90,,53.20
USD::ism non - manufacturing new orders::none,2008-02-01,17:00,43.30,,52.50
USD::ism - new york index::none,2008-02-01,17:00,430.80,,433.30
USD::jobless claims 4 - week avg.::none,2008-02-01,17:00,342.55K,,345.13K
USD::kc fed composite index::none,2008-02-01,17:00,9.00,,8.00
USD::kc fed manufacturing index::none,2008-02-01,17:00,9.00,,13.00
USD::mba 30 - year mortgage rate::none,2008-02-01,17:00,5.60%,,6.08%
USD::mba purchase index::none,2008-02-01,17:00,417.07,,412.45
USD::manufacturing payrolls::none,2008-02-01,17:00,-21.00K,,-11.00K
USD::manufacturing production::m/m,2008-02-01,17:00,-0.40%,,0.10%
USD::michigan current conditions::none,2008-02-01,17:00,94.40,,92.10
USD::midwest manufacturing::none,2008-02-01,17:00,101.40,,100.60
USD::mortgage market index::none,2008-02-01,17:00,951.50,,653.45
USD::mortgage refinance index::none,2008-02-01,17:00,"4,107.80",,"2,144.87"
USD::nfib small business optimism::none,2008-02-01,17:00,91.80,,94.60
USD::natural gas storage::none,2008-02-01,17:00,-170.61B,,-131.71B
USD::overall net capital flow::none,2008-02-01,17:00,36.70B,,38.20B
USD::pending home sales index::none,2008-02-01,17:00,86.10,,86.10
USD::philly fed business conditions::none,2008-02-01,17:00,10.30,,22.00
USD::philly fed capex index::none,2008-02-01,17:00,15.90,,25.00
USD::philly fed new orders::none,2008-02-01,17:00,-13.20,,9.60
USD::philly fed prices paid::none,2008-02-01,17:00,51.90,,40.50
USD::real earnings::m/m,2008-02-01,17:00,-0.50%,,0.30%
USD::real personal consumption::m/m,2008-02-01,17:00,-0.10%,,-0.10%
USD::redbook::m/m,2008-02-01,17:00,-0.32%,,-0.63%
USD::redbook::y/y,2008-02-01,17:00,0.64%,,1.40%
USD::retail sales ex gas/autos::m/m,2008-02-01,17:00,-0.40%,,-0.20%
USD::richmond manufacturing shipments::none,2008-02-01,17:00,-10.00,,-9.00
USD::richmond services index::none,2008-02-01,17:00,-15.00,,0.00
USD::s&p/cs hpi composite - 20 s.a.::m/m,2008-02-01,17:00,-1.60%,,-1.50%
USD::tic net long - term transactions including swaps::none,2008-02-01,17:00,33.60B,,34.50B
USD::texas services sector outlook::none,2008-02-01,17:00,-17.90,,-4.30
"USD::us foreign buying, t - bonds::none",2008-02-01,17:00,36.80B,,0.40B
USD::wholesale inventories::m/m,2008-02-01,17:00,1.30%,,1.20%
USD::5 - year note auction::none,2008-02-01,17:00,2.88%,,3.63%
USD::construction spending::m/m,2008-02-01,17:00,-0.20%,,-1.60%
USD::consumer credit::none,2008-02-01,17:00,15.06B,,8.53B
USD::continuing jobless claims::none,2008-02-01,17:00,"2,799.43K",,"2,734.90K"
USD::existing home sales::m/m,2008-02-01,17:00,-5.40%,,-1.10%
USD::export price index::m/m,2008-02-01,17:00,1.20%,,0.50%
USD::factory orders::m/m,2008-02-01,17:00,-0.90%,,1.90%
USD::federal budget balance::none,2008-02-01,17:00,17.80B,,48.30B
USD::housing starts::m/m,2008-02-01,17:00,4.50%,,-13.40%
USD::ism manufacturing employment::none,2008-02-01,17:00,47.10,,48.60
USD::ism non - manufacturing employment::none,2008-02-01,17:00,45.70,,51.80
USD::import price index::m/m,2008-02-01,17:00,1.50%,,-0.20%
USD::industrial production::m/m,2008-02-01,17:00,-0.20%,,0.00%
USD::michigan 1 - year inflation expectations::none,2008-02-01,17:00,3.40%,,3.40%
USD::michigan 5 - year inflation expectations::none,2008-02-01,17:00,3.00%,,3.10%
USD::michigan consumer expectations::none,2008-02-01,17:00,69.10,,65.60
USD::ny empire state manufacturing index::none,2008-02-01,17:00,7.01,,8.69
USD::new home sales::m/m,2008-02-01,17:00,1.30%,,-3.40%
USD::pending home sales::m/m,2008-02-01,17:00,0.00%,,-2.40%
USD::philly fed employment::none,2008-02-01,17:00,0.50,,1.60
USD::private nonfarm payrolls::none,2008-02-01,17:00,3.00K,,55.00K
USD::retail control::m/m,2008-02-01,17:00,-0.20%,,-0.30%
USD::s&p/cs hpi composite - 20 n.s.a.::m/m,2008-02-01,17:00,-2.30%,,-2.10%
USD::tic net long - term transactions::none,2008-02-01,17:00,51.30B,,48.20B
USD::u.s. baker hughes oil rig count::none,2008-02-02,01:00,324,,318
AUD::cftc aud speculative net positions::none,2008-02-02,04:30,16.3K,,5.6K
CAD::cftc cad speculative net positions::none,2008-02-02,04:30,4.3K,,7.7K
CHF::cftc chf speculative net positions::none,2008-02-02,04:30,9.2K,,15.4K
EUR::cftc eur speculative net positions::none,2008-02-02,04:30,22.5K,,23.7K
GBP::cftc gbp speculative net positions::none,2008-02-02,04:30,5.4K,,-0.7K
JPY::cftc jpy speculative net positions::none,2008-02-02,04:30,52.9K,,41.8K
MXN::cftc mxn speculative net positions::none,2008-02-02,04:30,41.8K,,24.0K
NZD::cftc nzd speculative net positions::none,2008-02-02,04:30,10.7K,,11.5K
USD::cftc silver speculative net positions::none,2008-02-02,04:30,46.1K,,46.6K
USD::cftc crude oil speculative net positions::none,2008-02-02,04:30,21.3k,,32.4k
USD::cftc gold speculative net positions::none,2008-02-02,04:30,205.8K,,205.1K
USD::fed's balance sheet::none,2008-02-07,04:30,871.02B,,900.26B
GBP::boe interest rate decision::none,2008-02-07,08:00,5.25%,,5.50%
USD::u.s. baker hughes oil rig count::none,2008-02-09,01:00,324,,324
AUD::cftc aud speculative net positions::none,2008-02-09,04:30,32.9K,,16.3K
CAD::cftc cad speculative net positions::none,2008-02-09,04:30,10.2K,,4.3K
CHF::cftc chf speculative net positions::none,2008-02-09,04:30,2.8K,,9.2K
EUR::cftc eur speculative net positions::none,2008-02-09,04:30,12.6K,,22.5K
GBP::cftc gbp speculative net positions::none,2008-02-09,04:30,-7.8K,,5.4K
JPY::cftc jpy speculative net positions::none,2008-02-09,04:30,54.7K,,52.9K
MXN::cftc mxn speculative net positions::none,2008-02-09,04:30,72.1K,,41.8K
NZD::cftc nzd speculative net positions::none,2008-02-09,04:30,14.8K,,10.7K
USD::cftc silver speculative net positions::none,2008-02-09,04:30,49.8K,,46.1K
USD::cftc crude oil speculative net positions::none,2008-02-09,04:30,20.8k,,21.3k
USD::cftc gold speculative net positions::none,2008-02-09,04:30,203.7K,,205.8K
AUD::home loans::m/m,2008-02-11,08:30,0.1%,-0.9%,4.0%
EUR::french industrial production::m/m,2008-02-11,15:45,0.7%,0.7%,-1.7%
EUR::italian industrial production::m/m,2008-02-11,17:00,-0.5%,0.5%,-1.1%
GBP::trade balance::none,2008-02-11,17:30,-7.6B,-7.4B,-7.9B
JPY::adjusted current account::none,2008-02-12,07:50,0.00T,1.90T,2.16T
GBP::brc retail sales monitor::y/y,2008-02-12,08:00,2.6%,0.0%,0.3%
AUD::nab business confidence::none,2008-02-12,08:30,-4,0,5
GBP::cpi::y/y,2008-02-12,17:30,2.2%,2.3%,2.1%
GBP::core cpi::y/y,2008-02-12,17:30,1.3%,1.5%,1.4%
GBP::rpi::y/y,2008-02-12,17:30,4.1%,4.1%,4.0%
EUR::german zew economic sentiment::none,2008-02-12,18:00,-39.5,-45.0,-41.6
EUR::zew economic sentiment::none,2008-02-12,18:00,-41.4,-43.0,-41.7
NZD::ppi output::q/q,2008-02-13,05:45,1.5%,1.0%,1.6%
NZD::ppi input::q/q,2008-02-13,05:45,1.3%,0.0%,2.3%
AUD::westpac consumer sentiment::none,2008-02-13,07:30,-5.50%,-10.00%,-8.40%
JPY::ppi::y/y,2008-02-13,07:50,3.0%,2.7%,2.6%
JPY::household confidence::none,2008-02-13,13:00,37.5,37.5,38.0
EUR::german wpi::m/m,2008-02-13,15:00,1.4%,0.2%,-0.5%
EUR::french government budget balance::none,2008-02-13,15:45,-38.4B,0.0B,-54.7B
GBP::average earnings index +bonus::none,2008-02-13,17:30,3.8%,3.9%,4.0%
GBP::claimant count change::none,2008-02-13,17:30,-10.8K,-5.2K,-8.7K
GBP::unemployment rate::none,2008-02-13,17:30,5.2%,5.3%,5.3%
GBP::industrial production::m/m,2008-02-13,18:00,0.0%,0.5%,-0.5%
GBP::boe inflation report::none,2008-02-13,18:30,,,
USD::core retail sales::m/m,2008-02-13,21:30,0.0%,0.2%,-0.4%
USD::retail sales::m/m,2008-02-13,21:30,0.0%,-0.2%,-0.4%
USD::business inventories::m/m,2008-02-13,23:00,0.6%,0.4%,0.4%
USD::crude oil inventories::none,2008-02-13,23:30,1.100M,2.400M,7.000M
USD::fed's balance sheet::none,2008-02-14,04:30,883.01B,,871.02B
NZD::fpi::m/m,2008-02-14,05:45,0.0%,0.0%,0.9%
NZD::business nz pmi::none,2008-02-14,07:00,53.3,0.0,53.6
JPY::gdp::q/q,2008-02-14,07:50,0.0%,0.4%,0.4%
JPY::gdp price index::y/y,2008-02-14,07:50,0.0%,-0.9%,-0.4%
JPY::boj interest rate decision::none,2008-02-14,08:00,0.50%,0.50%,0.50%
EUR::german gdp::q/q,2008-02-14,10:00,0.3%,0.3%,0.7%
EUR::french gdp::q/q,2008-02-14,10:45,0.3%,0.3%,0.8%
EUR::gdp::q/q,2008-02-14,13:00,0.0%,0.3%,0.3%
CAD::trade balance::none,2008-02-14,16:30,0.0B,3.6B,3.7B
USD::trade balance::none,2008-02-14,16:30,0.0B,-61.8B,-63.1B
ILS::cpi::y/y,2008-02-15,23:00,3.5%,,3.4%
USD::u.s. baker hughes oil rig count::none,2008-02-16,01:00,339,,324
AUD::cftc aud speculative net positions::none,2008-02-16,04:30,35.9K,,32.9K
CAD::cftc cad speculative net positions::none,2008-02-16,04:30,20.4K,,10.2K
CHF::cftc chf speculative net positions::none,2008-02-16,04:30,3.2K,,2.8K
EUR::cftc eur speculative net positions::none,2008-02-16,04:30,10.3K,,12.6K
GBP::cftc gbp speculative net positions::none,2008-02-16,04:30,-13.9K,,-7.8K
JPY::cftc jpy speculative net positions::none,2008-02-16,04:30,43.5K,,54.7K
MXN::cftc mxn speculative net positions::none,2008-02-16,04:30,106.0K,,72.1K
NZD::cftc nzd speculative net positions::none,2008-02-16,04:30,16.0K,,14.8K
USD::cftc silver speculative net positions::none,2008-02-16,04:30,52.0K,,49.8K
USD::cftc crude oil speculative net positions::none,2008-02-16,04:30,31.6k,,20.8k
USD::cftc gold speculative net positions::none,2008-02-16,04:30,206.6K,,203.7K
JPY::tertiary industry activity index::m/m,2008-02-18,07:50,-0.6%,-0.2%,0.1%
GBP::rightmove house price index::m/m,2008-02-18,08:00,3.2%,0.0%,-0.8%
CHF::retail sales::y/y,2008-02-18,16:15,1.2%,5.1%,2.9%
EUR::italian trade balance::none,2008-02-19,17:00,-2.00B,-1.70B,-0.30B
CAD::cpi::m/m,2008-02-19,20:00,-0.2%,-0.1%,0.1%
CAD::wholesale sales::m/m,2008-02-19,21:30,-2.9%,-0.6%,0.2%
USD::nahb housing market index::none,2008-02-20,02:00,0,19,19
AUD::mi leading index::m/m,2008-02-20,07:30,0.0%,0.0%,1.0%
AUD::wage price index::q/q,2008-02-20,08:30,1.1%,1.0%,1.0%
EUR::german ppi::m/m,2008-02-20,15:00,0.8%,0.3%,-0.1%
GBP::m4 money supply::m/m,2008-02-20,17:30,1.3%,0.9%,1.5%
GBP::public sector net borrowing::none,2008-02-20,17:30,-14.1B,-9.5B,7.8B
GBP::boe mpc meeting minutes::none,2008-02-20,17:30,,,
GBP::cbi industrial trends orders::none,2008-02-20,19:00,3,-3,2
CAD::leading indicators::m/m,2008-02-20,20:30,0.2%,0.0%,-0.1%
CAD::foreign securities purchases::none,2008-02-20,21:30,1.24B,1.50B,-4.84B
USD::cpi::m/m,2008-02-20,21:30,0.3%,,0.3%
USD::cpi::y/y,2008-02-20,21:30,4.3%,,4.1%
USD::core cpi::m/m,2008-02-20,21:30,0.3%,0.2%,0.2%
USD::building permits::none,2008-02-20,21:30,1.050M,1.050M,1.070M
USD::core cpi::y/y,2008-02-20,21:30,2.5%,,2.4%
USD::housing starts::none,2008-02-20,21:30,1.010M,1.010M,1.010M
USD::fed's balance sheet::none,2008-02-21,04:30,878.95B,,883.01B
JPY::all industries activity index::m/m,2008-02-21,07:50,-0.2%,0.1%,-0.5%
JPY::adjusted trade balance::none,2008-02-21,07:50,0.86T,0.93T,0.64T
AUD::new motor vehicle sales::m/m,2008-02-21,08:30,0.9%,0.0%,1.1%
NZD::credit card spending::y/y,2008-02-21,10:00,0.0%,0.0%,7.6%
CHF::trade balance::none,2008-02-21,15:15,1.220B,0.800B,0.180B
EUR::french cpi::m/m,2008-02-21,15:45,-0.1%,-0.2%,0.4%
CHF::ppi::m/m,2008-02-21,16:15,0.5%,-0.1%,-0.1%
EUR::current account::none,2008-02-21,17:00,-10.3B,0.2B,0.7B
GBP::retail sales::m/m,2008-02-21,17:30,0.8%,0.3%,-0.4%
USD::initial jobless claims::none,2008-02-21,21:30,349K,345K,339K
USD::philadelphia fed manufacturing index::none,2008-02-21,23:00,-24.0,-10.0,-20.9
USD::us leading index::m/m,2008-02-21,23:00,-0.1%,-0.1%,-0.1%
USD::crude oil inventories::none,2008-02-21,23:30,4.200M,0.000M,1.100M
JPY::boj governor fukui speaks::none,2008-02-22,11:00,0.00,0.00,0.00
EUR::french consumer spending::m/m,2008-02-22,15:45,-1.2%,-0.5%,2.0%
EUR::industrial new orders::m/m,2008-02-22,18:00,-3.6%,-1.1%,2.7%
CAD::core retail sales::m/m,2008-02-22,21:30,-0.4%,0.4%,1.7%
CAD::retail sales::m/m,2008-02-22,21:30,0.6%,0.8%,0.7%
USD::u.s. baker hughes oil rig count::none,2008-02-23,01:00,333,,339
AUD::cftc aud speculative net positions::none,2008-02-23,04:30,40.4K,,35.9K
CAD::cftc cad speculative net positions::none,2008-02-23,04:30,11.9K,,20.4K
CHF::cftc chf speculative net positions::none,2008-02-23,04:30,1.0K,,3.2K
EUR::cftc eur speculative net positions::none,2008-02-23,04:30,14.7K,,10.3K
GBP::cftc gbp speculative net positions::none,2008-02-23,04:30,-12.2K,,-13.9K
JPY::cftc jpy speculative net positions::none,2008-02-23,04:30,50.4K,,43.5K
MXN::cftc mxn speculative net positions::none,2008-02-23,04:30,116.5K,,106.0K
NZD::cftc nzd speculative net positions::none,2008-02-23,04:30,15.1K,,16.0K
USD::cftc silver speculative net positions::none,2008-02-23,04:30,53.1K,,52.0K
USD::cftc crude oil speculative net positions::none,2008-02-23,04:30,55.2k,,31.6k
USD::cftc gold speculative net positions::none,2008-02-23,04:30,212.3K,,206.6K
JPY::boj governor fukui speaks::none,2008-02-23,12:00,0.00,0.00,0.00
USD::fed governor mishkin speaks::none,2008-02-25,04:30,0.00,0.00,0.00
JPY::corporate services price index (cspi)::y/y,2008-02-25,07:50,0.0%,1.4%,1.4%
EUR::italian retail sales::m/m,2008-02-25,17:00,0.1%,-0.1%,-0.3%
GBP::gross mortgage approvals::none,2008-02-25,17:30,44.3K,0.0K,42.1K
USD::fed governor kroszner speaks::none,2008-02-25,22:50,,,
USD::existing home sales::none,2008-02-25,23:00,4.89M,4.80M,4.89M
CHF::snb chairman roth speaks::none,2008-02-26,00:00,0.00,0.00,0.00
EUR::ecb president trichet speaks::none,2008-02-26,02:50,0.00,0.00,0.00
EUR::german gdp::q/q,2008-02-26,15:00,0.3%,0.3%,0.3%
CHF::consumption indicator::none,2008-02-26,17:00,2.19,0.00,2.20
EUR::german ifo business climate index::none,2008-02-26,17:00,100.0,100.0,100.0
GBP::business investment::q/q,2008-02-26,17:30,-0.5%,1.0%,2.0%
GBP::cbi distributive trades survey::none,2008-02-26,19:00,-3,0,4
USD::ppi::m/m,2008-02-26,21:30,1.0%,0.4%,-0.3%
USD::cb consumer confidence::none,2008-02-26,23:00,75.0,82.0,87.9
USD::richmond manufacturing index::none,2008-02-26,23:00,-5,-10,-8
USD::s&p/cs hpi composite - 20 n.s.a.::y/y,2008-02-26,23:00,-9.1%,-9.9%,-7.7%
CAD::boc deputy governor jenkins speaks::none,2008-02-27,00:00,,,
NZD::building consents::m/m,2008-02-27,05:45,3.3%,0.0%,-5.2%
NZD::anz business confidence::none,2008-02-27,10:00,-43.90,-25.00,-24.90
EUR::german import price index::m/m,2008-02-27,15:00,0.8%,0.2%,-0.1%
EUR::gfk german consumer climate::none,2008-02-27,15:00,4.5,4.4,4.5
EUR::m3 money supply::y/y,2008-02-27,17:00,11.5%,11.3%,11.5%
GBP::gdp::q/q,2008-02-27,17:30,0.6%,0.6%,0.6%
GBP::index of services::none,2008-02-27,17:30,0.6%,0.7%,0.6%
USD::durable goods orders::m/m,2008-02-27,21:30,-5.3%,-4.0%,5.0%
USD::core durable goods orders::m/m,2008-02-27,21:30,-1.6%,-1.4%,2.3%
USD::fed chairman bernanke speaks::none,2008-02-27,23:00,0.00,0.00,0.00
USD::new home sales::none,2008-02-27,23:00,588K,600K,605K
GBP::boe mpc member gieve speaks::none,2008-02-27,23:20,0.00,0.00,0.00
USD::crude oil inventories::none,2008-02-27,23:30,3.200M,0.000M,4.200M
USD::fed's balance sheet::none,2008-02-28,04:30,893.83B,,878.95B
AUD::construction work done::q/q,2008-02-28,05:45,-1.0%,2.0%,2.8%
NZD::visitor arrivals::m/m,2008-02-28,05:45,0.0%,0.0%,-1.2%
JPY::large retailers' sales::m/m,2008-02-28,07:50,-1.90%,-1.40%,-1.50%
JPY::retail sales::y/y,2008-02-28,07:50,1.5%,0.0%,0.2%
JPY::industrial production::m/m,2008-02-28,07:50,-2.0%,-0.8%,1.4%
AUD::private new capital expenditure::q/q,2008-02-28,08:30,5.1%,3.0%,-6.5%
CHF::employment level::none,2008-02-28,16:15,3.88M,0.00M,3.87M
EUR::german unemployment rate::none,2008-02-28,16:15,8.0%,8.0%,8.1%
USD::gdp::q/q,2008-02-28,21:30,0.6%,0.7%,0.6%
USD::initial jobless claims::none,2008-02-28,21:30,373K,350K,342K
USD::gdp price index::q/q,2008-02-28,21:30,2.7%,2.6%,2.6%
EUR::ecb president trichet speaks::none,2008-02-28,22:15,0.00,0.00,0.00
USD::fed chairman bernanke speaks::none,2008-02-28,23:00,0.00,0.00,0.00
NZD::trade balance::m/m,2008-02-29,05:45,-320M,-272M,33M
JPY::unemployment rate::none,2008-02-29,07:30,3.8%,3.9%,3.8%
JPY::household spending::y/y,2008-02-29,07:30,3.6%,0.4%,2.2%
JPY::national core cpi::y/y,2008-02-29,07:30,0.8%,0.9%,0.8%
JPY::tokyo core cpi::y/y,2008-02-29,07:30,0.4%,0.5%,0.4%
GBP::nationwide hpi::m/m,2008-02-29,08:00,-0.5%,0.0%,-0.1%
JPY::housing starts::y/y,2008-02-29,13:00,-5.7%,-12.4%,-19.2%
EUR::german retail sales::m/m,2008-02-29,15:00,1.6%,1.0%,-1.0%
GBP::mortgage approvals::none,2008-02-29,17:30,74K,70K,73K
GBP::net lending to individuals::none,2008-02-29,17:30,8.3B,9.0B,9.2B
EUR::cpi::y/y,2008-02-29,18:00,3.2%,3.2%,3.1%
EUR::consumer confidence::none,2008-02-29,18:00,-12.0,-12.0,-12.0
EUR::italian cpi::m/m,2008-02-29,18:00,0.3%,0.2%,0.4%
GBP::gfk consumer confidence::none,2008-02-29,18:30,-12,-15,-13
CAD::ippi::m/m,2008-02-29,21:30,0.9%,0.8%,1.1%
CAD::current account::none,2008-02-29,21:30,-0.5B,0.0B,1.0B
CAD::rmpi::m/m,2008-02-29,21:30,3.4%,0.7%,0.2%
USD::core pce price index::m/m,2008-02-29,21:30,0.3%,0.3%,0.2%
USD::personal income::m/m,2008-02-29,21:30,0.3%,0.2%,0.5%
USD::personal spending::m/m,2008-02-29,21:30,0.4%,0.2%,0.2%
USD::chicago pmi::none,2008-02-29,22:45,44.5,49.4,51.5
USD::michigan consumer sentiment::none,2008-02-29,23:00,70.8,70.0,69.6
EUR::german cpi::m/m,2008-02-29,23:30,0.5%,0.4%,-0.3%
USD::fed governor mishkin speaks::none,2008-03-01,00:00,0.00,0.00,0.00
USD::u.s. baker hughes oil rig count::none,2008-03-01,01:00,337,,333
AUD::cftc aud speculative net positions::none,2008-03-01,04:30,36.8K,,40.4K
CAD::cftc cad speculative net positions::none,2008-03-01,04:30,26.2K,,11.9K
CHF::cftc chf speculative net positions::none,2008-03-01,04:30,8.8K,,1.0K
EUR::cftc eur speculative net positions::none,2008-03-01,04:30,31.8K,,14.7K
GBP::cftc gbp speculative net positions::none,2008-03-01,04:30,3.6K,,-12.2K
JPY::cftc jpy speculative net positions::none,2008-03-01,04:30,34.3K,,50.4K
MXN::cftc mxn speculative net positions::none,2008-03-01,04:30,125.3K,,116.5K
NZD::cftc nzd speculative net positions::none,2008-03-01,04:30,15.5K,,15.1K
USD::cftc silver speculative net positions::none,2008-03-01,04:30,53.9K,,53.1K
USD::cftc crude oil speculative net positions::none,2008-03-01,04:30,85.7k,,55.2k
USD::cftc gold speculative net positions::none,2008-03-01,04:30,209.4K,,212.3K
CAD::budget balance::none,2008-03-01,17:00,3.02B,,1.16B
CAD::budget balance::y/y,2008-03-01,17:00,12.63B,,9.61B
CAD::cpi::y/y,2008-03-01,17:00,1.80%,,2.20%
CAD::exports::none,2008-03-01,17:00,39.00B,,37.62B
CAD::foreign securities purchases by canadians::none,2008-03-01,17:00,6.34B,,0.35B
CAD::full employment change::none,2008-03-01,17:00,60.20K,,36.60K
CAD::ippi::y/y,2008-03-01,17:00,-0.60%,,0.20%
CAD::imports::none,2008-03-01,17:00,35.22B,,35.14B
CAD::ivey pmi n.s.a::none,2008-03-01,17:00,62.00,,56.20
CAD::part time employment change::none,2008-03-01,17:00,-14.80K,,-10.70K
CAD::participation rate::none,2008-03-01,17:00,67.70%,,67.60%
CAD::rmpi::y/y,2008-03-01,17:00,15.90%,,18.70%
CAD::core cpi::y/y,2008-03-01,17:00,1.50%,,1.40%
EUR::italian business confidence::none,2008-03-01,17:00,106.40,,106.80
EUR::italian cpi::y/y,2008-03-01,17:00,2.90%,,3.00%
EUR::italian consumer confidence::none,2008-03-01,17:00,95.30,,95.70
EUR::italian hicp::m/m,2008-03-01,17:00,0.10%,,-0.80%
EUR::italian hicp::y/y,2008-03-01,17:00,3.10%,,3.10%
EUR::italian industrial new orders::m/m,2008-03-01,17:00,3.19%,,8.33%
EUR::italian industrial new orders::y/y,2008-03-01,17:00,11.14%,,6.91%
EUR::italian industrial production::y/y,2008-03-01,17:00,0.70%,,2.50%
EUR::italian industrial sales::m/m,2008-03-01,17:00,-0.43%,,7.82%
EUR::italian industrial sales::y/y,2008-03-01,17:00,9.76%,,7.67%
EUR::italian monthly unemployment rate::none,2008-03-01,17:00,6.50%,,6.50%
EUR::italian ppi::m/m,2008-03-01,17:00,0.70%,,0.40%
EUR::italian ppi::y/y,2008-03-01,17:00,5.70%,,5.30%
EUR::italian retail sales::y/y,2008-03-01,17:00,3.74%,,1.23%
EUR::italian trade balance eu::none,2008-03-01,17:00,1.07B,,0.41B
EUR::italian trade balance non - eu::none,2008-03-01,17:00,-1.49B,,-4.43B
EUR::italian wage inflation::m/m,2008-03-01,17:00,1.19%,,0.43%
EUR::italian wage inflation::y/y,2008-03-01,17:00,3.10%,,2.00%
GBP::average earnings ex bonus::none,2008-03-01,17:00,4.10%,,4.10%
GBP::boe consumer credit::none,2008-03-01,17:00,1.52B,,0.59B
GBP::core ppi output::m/m,2008-03-01,17:00,0.10%,,0.80%
GBP::core ppi output::y/y,2008-03-01,17:00,2.00%,,2.30%
GBP::core rpi::m/m,2008-03-01,17:00,0.80%,,-0.40%
GBP::core rpi::y/y,2008-03-01,17:00,3.70%,,3.40%
GBP::industrial production::y/y,2008-03-01,17:00,0.40%,,-0.20%
GBP::manufacturing production::y/y,2008-03-01,17:00,1.30%,,-0.30%
GBP::mortgage lending::none,2008-03-01,17:00,6.01B,,6.34B
GBP::ppi input::y/y,2008-03-01,17:00,21.60%,,20.70%
GBP::ppi output::y/y,2008-03-01,17:00,5.40%,,5.30%
GBP::public sector net cash requirement::none,2008-03-01,17:00,2.45B,,-24.20B
GBP::rpi::m/m,2008-03-01,17:00,0.80%,,-0.50%
GBP::cpi::m/m,2008-03-01,17:00,0.70%,,-0.70%
GBP::core retail sales::m/m,2008-03-01,17:00,2.60%,,1.40%
GBP::core retail sales::y/y,2008-03-01,17:00,4.80%,,3.30%
GBP::halifax house price index::m/m,2008-03-01,17:00,-0.60%,,-0.40%
GBP::halifax house price index::y/y,2008-03-01,17:00,4.20%,,4.50%
GBP::nationwide hpi::y/y,2008-03-01,17:00,2.70%,,4.20%
GBP::retail sales::y/y,2008-03-01,17:00,5.50%,,5.60%
